date,AQI
05/30/2021,48
05/31/2021,54
06/01/2021,60
06/02/2021,54
06/03/2021,54
06/04/2021,41
06/05/2021,32
06/06/2021,32
06/07/2021,23
06/08/2021,22
06/09/2021,26
06/10/2021,29
06/11/2021,31
06/12/2021,48
06/13/2021,43
06/14/2021,39
06/15/2021,45
06/16/2021,58
06/17/2021,56
06/18/2021,56
06/19/2021,59
06/20/2021,58
06/21/2021,54
06/22/2021,45
06/23/2021,40
06/24/2021,22
06/25/2021,35
06/26/2021,52
06/27/2021,63
06/28/2021,61
06/29/2021,54
06/30/2021,49
07/01/2021,51
07/02/2021,52
07/03/2021,53
07/04/2021,72
07/05/2021,166
07/06/2021,53
07/07/2021,56
07/08/2021,58
07/09/2021,60
07/10/2021,52
07/11/2021,54
07/12/2021,53
07/13/2021,55
07/14/2021,48
07/15/2021,34
07/16/2021,52
07/17/2021,55
07/18/2021,44
07/19/2021,45
07/20/2021,53
07/21/2021,58
07/22/2021,61
07/23/2021,64
07/24/2021,59
07/25/2021,54
07/26/2021,58
07/27/2021,59
07/28/2021,40
07/29/2021,41
07/30/2021,49
07/31/2021,44
08/01/2021,50
08/02/2021,48
08/03/2021,40
08/04/2021,60
08/05/2021,64
08/06/2021,61
08/13/2021,31
08/14/2021,49
08/15/2021,55
08/16/2021,55
08/17/2021,51
08/18/2021,35
08/19/2021,30
08/20/2021,38
08/21/2021,40
08/22/2021,53
08/23/2021,61
08/24/2021,72
08/25/2021,76
08/26/2021,71
08/27/2021,65
08/28/2021,65
08/29/2021,62
08/30/2021,64
08/31/2021,69
09/01/2021,62
09/02/2021,64
09/03/2021,66
09/04/2021,42
09/05/2021,35
09/06/2021,67
09/07/2021,64
09/08/2021,68
09/09/2021,63
09/10/2021,59
09/11/2021,49
09/12/2021,34
09/15/2021,60
09/16/2021,64
09/17/2021,62
09/18/2021,53
09/19/2021,57
09/20/2021,69
09/21/2021,55
09/22/2021,45
09/23/2021,50
09/24/2021,61
09/25/2021,65
09/26/2021,64
09/27/2021,64
09/28/2021,42
09/29/2021,47
09/30/2021,32
10/01/2021,17
10/02/2021,23
10/03/2021,28
10/04/2021,43
10/05/2021,32
10/06/2021,56
10/07/2021,49
10/08/2021,22
10/09/2021,31
10/10/2021,37
10/11/2021,52
10/12/2021,19
10/13/2021,18
10/14/2021,31
10/15/2021,19
10/16/2021,19
10/17/2021,30
10/18/2021,30
10/19/2021,20
10/20/2021,37
10/21/2021,43
10/22/2021,55
10/23/2021,38
10/24/2021,28
10/25/2021,25
10/26/2021,30
10/27/2021,10
10/28/2021,12
10/29/2021,22
10/30/2021,59
10/31/2021,93
11/01/2021,86
11/02/2021,74
11/03/2021,71
11/04/2021,69
11/05/2021,79
11/06/2021,120
11/07/2021,125
11/08/2021,85
11/09/2021,73
11/10/2021,73
11/11/2021,20
11/12/2021,21
11/13/2021,23
11/14/2021,22
11/15/2021,49
11/16/2021,73
11/17/2021,78
11/18/2021,79
11/19/2021,88
11/20/2021,108
11/21/2021,13
11/22/2021,20
11/23/2021,30
11/24/2021,38
11/25/2021,25
11/26/2021,24
11/27/2021,23
11/28/2021,36
11/29/2021,38
11/30/2021,39
12/01/2021,54
12/02/2021,95
12/03/2021,134
12/04/2021,154
12/05/2021,145
12/06/2021,89
12/07/2021,96
12/08/2021,76
12/09/2021,39
12/10/2021,52
12/11/2021,39
12/12/2021,53
12/13/2021,57
12/14/2021,17
12/15/2021,30
12/16/2021,55
12/17/2021,31
12/18/2021,46
12/19/2021,48
12/20/2021,56
12/21/2021,48
12/22/2021,60
12/23/2021,49
12/24/2021,16
12/25/2021,20
12/26/2021,10
12/27/2021,20
12/28/2021,20
12/29/2021,30
12/30/2021,15
12/31/2021,23
01/01/2022,60
01/02/2022,28
01/03/2022,32
01/04/2022,59
01/05/2022,39
01/06/2022,16
01/07/2022,81
01/08/2022,79
01/09/2022,27
01/10/2022,22
01/11/2022,13
01/12/2022,18
01/13/2022,30
01/14/2022,30
01/15/2022,20
01/16/2022,18
01/17/2022,47
01/18/2022,54
01/19/2022,69
01/20/2022,18
01/21/2022,31
01/22/2022,2
01/23/2022,2
01/24/2022,20
01/25/2022,44
01/26/2022,14
01/27/2022,16
01/28/2022,16
01/29/2022,22
01/30/2022,36
01/31/2022,61
02/01/2022,75
02/02/2022,24
02/03/2022,29
02/04/2022,20
02/05/2022,13
02/06/2022,4
02/07/2022,18
02/08/2022,13
02/09/2022,6
02/10/2022,8
02/11/2022,14
02/12/2022,8
02/13/2022,17
02/14/2022,40
02/15/2022,36
02/16/2022,23
02/17/2022,17
02/18/2022,10
02/19/2022,24
02/20/2022,60
02/21/2022,35
02/22/2022,19
02/23/2022,17
02/24/2022,23
02/25/2022,42
02/26/2022,29
02/27/2022,15
02/28/2022,6
03/01/2022,12
03/02/2022,21
03/03/2022,43
03/04/2022,32
03/05/2022,23
03/06/2022,34
03/07/2022,25
03/08/2022,13
03/09/2022,28
03/10/2022,41
03/11/2022,26
03/12/2022,12
03/13/2022,39
03/14/2022,53
03/15/2022,43
03/16/2022,35
03/17/2022,25
03/18/2022,33
03/19/2022,45
03/20/2022,25
03/21/2022,30
03/22/2022,13
03/23/2022,14
03/24/2022,19
03/25/2022,28
03/26/2022,43
03/27/2022,55
03/28/2022,14
03/29/2022,23
03/30/2022,32
03/31/2022,34
04/01/2022,57
04/02/2022,56
04/03/2022,43
04/04/2022,56
04/05/2022,62
04/06/2022,54
04/07/2022,35
04/08/2022,21
04/09/2022,38
04/10/2022,59
04/11/2022,44
04/12/2022,25
04/13/2022,29
04/14/2022,31
04/15/2022,40
04/16/2022,22
04/17/2022,37
04/18/2022,52
04/19/2022,31
04/20/2022,21
04/21/2022,22
04/22/2022,15
04/23/2022,32
04/24/2022,11
04/25/2022,26
04/26/2022,37
04/27/2022,59
04/28/2022,55
04/29/2022,62
04/30/2022,60
05/01/2022,61
05/02/2022,60
05/03/2022,53
05/04/2022,61
05/05/2022,62
05/06/2022,52
05/07/2022,56
05/08/2022,38
05/09/2022,40
05/10/2022,30
05/11/2022,25
05/12/2022,18
05/13/2022,35
05/14/2022,41
05/15/2022,46
05/16/2022,59
05/17/2022,60
05/18/2022,63
05/19/2022,63
05/20/2022,23
05/21/2022,33
05/22/2022,54
05/23/2022,60
05/24/2022,67
05/25/2022,70
05/26/2022,64
05/27/2022,54
05/28/2022,33
05/29/2022,40
05/30/2022,44
05/31/2022,55
06/01/2022,63
06/02/2022,62
06/03/2022,64
06/04/2022,55
06/05/2022,46
06/06/2022,43
06/07/2022,52
06/08/2022,56
06/09/2022,56
06/10/2022,61
06/11/2022,58
06/12/2022,46
06/13/2022,33
06/14/2022,37
06/15/2022,61
06/16/2022,62
06/17/2022,51
06/18/2022,25
06/19/2022,33
06/20/2022,35
06/21/2022,44
06/22/2022,51
06/23/2022,52
06/24/2022,39
06/25/2022,38
06/26/2022,53
06/27/2022,57
06/28/2022,52
06/29/2022,52
06/30/2022,57
07/01/2022,61
07/02/2022,52
07/03/2022,51
07/04/2022,68
07/05/2022,157
07/06/2022,23
07/07/2022,32
07/08/2022,40
07/09/2022,33
07/10/2022,40
07/11/2022,55
07/12/2022,48
07/13/2022,48
07/14/2022,44
07/15/2022,52
07/16/2022,64
07/17/2022,54
07/18/2022,48
07/19/2022,43
07/20/2022,33
07/21/2022,36
07/22/2022,55
07/23/2022,53
07/24/2022,59
07/25/2022,56
07/26/2022,51
07/27/2022,43
07/28/2022,35
07/29/2022,35
07/30/2022,38
07/31/2022,31
08/01/2022,30
08/02/2022,33
08/03/2022,40
08/04/2022,49
08/05/2022,38
08/06/2022,30
08/07/2022,40
08/08/2022,52
08/09/2022,37
08/10/2022,38
08/11/2022,35
08/12/2022,54
08/13/2022,57
08/14/2022,56
08/15/2022,63
08/16/2022,63
08/17/2022,46
08/18/2022,50
08/19/2022,56
08/20/2022,55
08/21/2022,57
08/22/2022,56
08/23/2022,60
08/24/2022,55
08/25/2022,45
08/26/2022,53
08/27/2022,47
08/28/2022,43
08/29/2022,54
08/30/2022,55
08/31/2022,56
09/01/2022,63
09/02/2022,59
09/03/2022,57
09/04/2022,52
09/05/2022,56
09/06/2022,62
09/07/2022,56
09/08/2022,45
09/09/2022,34
09/10/2022,44
09/11/2022,35
09/12/2022,26
09/13/2022,29
09/14/2022,40
09/15/2022,47
09/16/2022,54
09/17/2022,53
09/18/2022,36
09/19/2022,33
09/20/2022,23
09/21/2022,23
09/22/2022,38
09/23/2022,45
09/24/2022,45
09/25/2022,34
09/26/2022,50
09/27/2022,41
09/28/2022,57
09/29/2022,63
09/30/2022,58
10/01/2022,47
10/02/2022,56
10/03/2022,49
10/04/2022,58
10/05/2022,64
10/06/2022,67
10/07/2022,77
10/08/2022,72
10/09/2022,65
10/10/2022,62
10/11/2022,70
10/12/2022,66
10/13/2022,80
10/14/2022,90
10/15/2022,32
10/16/2022,54
10/17/2022,58
10/18/2022,32
10/19/2022,28
10/20/2022,29
10/21/2022,53
10/22/2022,43
10/23/2022,31
10/24/2022,27
10/25/2022,28
10/26/2022,48
10/27/2022,52
10/28/2022,48
10/29/2022,51
10/30/2022,35
10/31/2022,43
11/01/2022,43
11/02/2022,25
11/03/2022,19
11/04/2022,29
11/05/2022,46
11/06/2022,48
11/07/2022,24
11/08/2022,19
11/09/2022,29
11/10/2022,33
11/11/2022,29
11/12/2022,34
11/13/2022,51
11/14/2022,37
11/15/2022,33
11/16/2022,22
11/17/2022,24
11/18/2022,36
11/19/2022,29
11/20/2022,23
11/21/2022,30
11/22/2022,31
11/23/2022,42
11/24/2022,24
11/25/2022,31
11/26/2022,33
11/27/2022,55
11/28/2022,59
11/29/2022,48
11/30/2022,49
12/01/2022,24
12/02/2022,37
12/03/2022,30
12/04/2022,46
12/05/2022,26
12/06/2022,37
12/07/2022,43
12/08/2022,51
12/09/2022,58
12/10/2022,56
12/11/2022,20
12/12/2022,40
12/13/2022,43
12/14/2022,49
12/15/2022,53
12/16/2022,35
12/17/2022,40
12/18/2022,59
12/19/2022,65
12/20/2022,53
12/21/2022,40
12/22/2022,38
12/23/2022,65
12/24/2022,45
12/25/2022,19
12/26/2022,20
12/27/2022,43
12/28/2022,48
12/29/2022,35
12/30/2022,35
12/31/2022,22
01/01/2023,21
01/02/2023,35
01/03/2023,24
01/04/2023,13
01/05/2023,18
01/06/2023,38
01/07/2023,36
01/08/2023,49
01/09/2023,24
01/10/2023,21
01/11/2023,46
01/12/2023,35
01/13/2023,35
01/14/2023,45
01/15/2023,28
01/16/2023,19
01/17/2023,30
01/18/2023,44
01/19/2023,47
01/20/2023,45
01/21/2023,43
01/22/2023,37
01/23/2023,23
01/24/2023,28
01/25/2023,26
01/26/2023,17
01/27/2023,36
01/28/2023,54
01/29/2023,37
01/30/2023,26
01/31/2023,26
02/01/2023,25
02/02/2023,39
02/03/2023,31
02/04/2023,58
02/05/2023,65
02/06/2023,33
02/07/2023,25
02/08/2023,39
02/09/2023,22
02/10/2023,23
02/11/2023,27
02/12/2023,30
02/13/2023,34
02/14/2023,33
02/15/2023,15
02/16/2023,18
02/17/2023,25
02/18/2023,33
02/19/2023,42
02/20/2023,39
02/21/2023,42
02/22/2023,25
02/23/2023,25
02/24/2023,30
02/25/2023,18
02/26/2023,40
02/27/2023,46
02/28/2023,30
03/01/2023,13
03/02/2023,33
03/03/2023,52
03/04/2023,58
03/05/2023,33
03/06/2023,25
03/07/2023,39
03/08/2023,38
03/09/2023,55
03/10/2023,37
03/11/2023,25
03/12/2023,32
03/13/2023,46
03/14/2023,40
03/15/2023,19
03/16/2023,34
03/17/2023,58
03/18/2023,38
03/19/2023,31
03/20/2023,25
03/21/2023,27
03/22/2023,27
03/23/2023,37
03/24/2023,40
03/25/2023,41
03/26/2023,38
03/27/2023,36
03/28/2023,43
03/29/2023,25
03/30/2023,22
03/31/2023,41
