date,AQI
03/02/2017,39
03/02/2017,44
03/02/2017,41
03/02/2018,26
03/02/2018,28
03/02/2018,24
03/02/2019,28
03/02/2019,26
03/02/2019,26
03/02/2020,40
03/02/2020,39
03/02/2020,36
03/02/2021,47
03/02/2021,44
03/02/2022,45
03/02/2022,48
03/02/2022,45
03/02/2023,37
03/02/2023,39
03/02/2024,32
03/02/2024,34
03/02/2024,35
03/03/2017,41
03/03/2017,44
03/03/2018,38
03/03/2018,41
03/03/2018,38
03/03/2019,35
03/03/2019,39
03/03/2019,34
03/03/2020,39
03/03/2020,39
03/03/2020,36
03/03/2021,41
03/03/2021,36
03/03/2022,49
03/03/2022,51
03/03/2022,44
03/03/2023,39
03/03/2023,41
03/03/2023,44
03/03/2024,35
03/03/2024,37
03/03/2024,37
03/04/2017,41
03/04/2017,50
03/04/2017,46
03/04/2018,43
03/04/2018,44
03/04/2018,41
03/04/2019,30
03/04/2019,29
03/04/2019,33
03/04/2020,39
03/04/2020,41
03/04/2020,44
03/04/2021,41
03/04/2022,31
03/04/2022,33
03/04/2022,34
03/04/2023,41
03/04/2023,42
03/04/2023,42
03/04/2024,33
03/04/2024,38
03/04/2024,39
03/05/2017,33
03/05/2017,43
03/05/2017,40
03/05/2018,44
03/05/2018,46
03/05/2018,43
03/05/2019,27
03/05/2019,29
03/05/2019,29
03/05/2020,44
03/05/2020,45
03/05/2020,46
03/05/2021,43
03/05/2021,50
03/05/2021,48
03/05/2022,39
03/05/2022,40
03/05/2022,37
03/05/2023,41
03/05/2023,43
03/05/2023,41
03/05/2024,39
03/05/2024,40
03/05/2024,43
03/06/2017,30
03/06/2017,41
03/06/2017,38
03/06/2018,43
03/06/2018,46
03/06/2018,42
03/06/2019,25
03/06/2019,31
03/06/2019,27
03/06/2020,40
03/06/2020,44
03/06/2020,43
03/06/2021,43
03/06/2021,49
03/06/2021,44
03/06/2022,41
03/06/2022,41
03/06/2022,37
03/06/2023,41
03/06/2023,44
03/06/2023,44
03/06/2024,31
03/06/2024,35
03/06/2024,33
03/07/2017,36
03/07/2017,43
03/07/2017,42
03/07/2018,20
03/07/2018,21
03/07/2018,23
03/07/2019,39
03/07/2019,40
03/07/2019,37
03/07/2020,38
03/07/2020,40
03/07/2020,37
03/07/2021,34
03/07/2021,39
03/07/2021,38
03/07/2022,41
03/07/2022,42
03/07/2022,39
03/07/2023,44
03/07/2023,40
03/07/2023,45
03/07/2024,29
03/07/2024,32
03/07/2024,32
03/08/2017,34
03/08/2017,39
03/08/2018,38
03/08/2018,42
03/08/2018,46
03/08/2019,41
03/08/2019,41
03/08/2019,41
03/08/2020,40
03/08/2020,42
03/08/2020,39
03/08/2021,31
03/08/2021,43
03/08/2021,42
03/08/2022,44
03/08/2022,44
03/08/2022,41
03/08/2023,40
03/08/2023,42
03/08/2023,44
03/08/2024,32
03/08/2024,36
03/08/2024,36
03/09/2017,37
03/09/2017,50
03/09/2017,51
