"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/02/2024","AirNow","060650012","3","4.2","ug/m3 LC","18","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/03/2024","AirNow","060650012","3","7.7","ug/m3 LC","32","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/04/2024","AirNow","060650012","3","12.5","ug/m3 LC","52","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/05/2024","AirNow","060650012","3","8","ug/m3 LC","33","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/06/2024","AirNow","060650012","3","3.9","ug/m3 LC","16","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/07/2024","AirNow","060650012","3","4.6","ug/m3 LC","19","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/08/2024","AirNow","060650012","3","5.5","ug/m3 LC","23","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/09/2024","AirNow","060650012","3","8.5","ug/m3 LC","35","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/10/2024","AirNow","060650012","3","6.6","ug/m3 LC","28","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/11/2024","AirNow","060650012","3","8.2","ug/m3 LC","34","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/12/2024","AirNow","060650012","3","4.8","ug/m3 LC","20","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/13/2024","AirNow","060650012","3","7.4","ug/m3 LC","31","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/14/2024","AirNow","060650012","3","11.6","ug/m3 LC","48","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/15/2024","AirNow","060650012","3","21","ug/m3 LC","70","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/16/2024","AirNow","060650012","3","15.4","ug/m3 LC","58","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/17/2024","AirNow","060650012","3","18.1","ug/m3 LC","64","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/18/2024","AirNow","060650012","3","8.8","ug/m3 LC","37","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/19/2024","AirNow","060650012","3","7.3","ug/m3 LC","30","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/20/2024","AirNow","060650012","3","5.1","ug/m3 LC","21","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/21/2024","AirNow","060650012","3","4.4","ug/m3 LC","18","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/22/2024","AirNow","060650012","3","7.3","ug/m3 LC","30","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/23/2024","AirNow","060650012","3","4.5","ug/m3 LC","19","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/24/2024","AirNow","060650012","3","5","ug/m3 LC","21","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/25/2024","AirNow","060650012","3","6.1","ug/m3 LC","25","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/26/2024","AirNow","060650012","3","10.3","ug/m3 LC","43","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"02/27/2024","AirNow","060650012","3","9.8","ug/m3 LC","41","Banning Airport","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.92086","-116.85841"
"01/01/2024","AirNow","060650016","3","6.7","ug/m3 LC","28","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/02/2024","AirNow","060650016","3","5.6","ug/m3 LC","23","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/03/2024","AirNow","060650016","3","5.3","ug/m3 LC","22","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/04/2024","AirNow","060650016","3","4.6","ug/m3 LC","19","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/05/2024","AirNow","060650016","3","4.7","ug/m3 LC","20","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/06/2024","AirNow","060650016","3","5.4","ug/m3 LC","23","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/07/2024","AirNow","060650016","3","6","ug/m3 LC","25","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/08/2024","AirNow","060650016","3","3.7","ug/m3 LC","15","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/09/2024","AirNow","060650016","3","4.1","ug/m3 LC","17","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/10/2024","AirNow","060650016","3","7.1","ug/m3 LC","30","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/11/2024","AirNow","060650016","3","4","ug/m3 LC","17","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/12/2024","AirNow","060650016","3","4.5","ug/m3 LC","19","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/13/2024","AirNow","060650016","3","8.3","ug/m3 LC","35","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/14/2024","AirNow","060650016","3","9.9","ug/m3 LC","41","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/15/2024","AirNow","060650016","3","9.8","ug/m3 LC","41","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/16/2024","AirNow","060650016","3","12.7","ug/m3 LC","52","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/17/2024","AirNow","060650016","3","12.6","ug/m3 LC","52","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/18/2024","AirNow","060650016","3","9.5","ug/m3 LC","40","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/19/2024","AirNow","060650016","3","6.6","ug/m3 LC","28","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/20/2024","AirNow","060650016","3","7","ug/m3 LC","29","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/21/2024","AirNow","060650016","3","6","ug/m3 LC","25","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/22/2024","AirNow","060650016","3","4.9","ug/m3 LC","20","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/23/2024","AirNow","060650016","3","6","ug/m3 LC","25","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/24/2024","AirNow","060650016","3","7.1","ug/m3 LC","30","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/25/2024","AirNow","060650016","3","7","ug/m3 LC","29","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/26/2024","AirNow","060650016","3","6.1","ug/m3 LC","25","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/27/2024","AirNow","060650016","3","2.8","ug/m3 LC","12","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/28/2024","AirNow","060650016","3","3.3","ug/m3 LC","14","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/29/2024","AirNow","060650016","3","2.7","ug/m3 LC","11","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/30/2024","AirNow","060650016","3","4.1","ug/m3 LC","17","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/31/2024","AirNow","060650016","3","5.1","ug/m3 LC","21","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/01/2024","AirNow","060650016","3","8","ug/m3 LC","33","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/02/2024","AirNow","060650016","3","4.2","ug/m3 LC","18","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/03/2024","AirNow","060650016","3","5.9","ug/m3 LC","25","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/04/2024","AirNow","060650016","3","6.3","ug/m3 LC","26","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/05/2024","AirNow","060650016","3","4.7","ug/m3 LC","20","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/06/2024","AirNow","060650016","3","4","ug/m3 LC","17","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/07/2024","AirNow","060650016","3","4","ug/m3 LC","17","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/08/2024","AirNow","060650016","3","4.8","ug/m3 LC","20","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/09/2024","AirNow","060650016","3","4","ug/m3 LC","17","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/10/2024","AirNow","060650016","3","3.7","ug/m3 LC","15","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/11/2024","AirNow","060650016","3","3.9","ug/m3 LC","16","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/12/2024","AirNow","060650016","3","4.1","ug/m3 LC","17","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/13/2024","AirNow","060650016","3","5.2","ug/m3 LC","22","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/14/2024","AirNow","060650016","3","6.3","ug/m3 LC","26","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/15/2024","AirNow","060650016","3","7","ug/m3 LC","29","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/16/2024","AirNow","060650016","3","9.8","ug/m3 LC","41","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/17/2024","AirNow","060650016","3","10.6","ug/m3 LC","44","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/18/2024","AirNow","060650016","3","7.3","ug/m3 LC","30","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/19/2024","AirNow","060650016","3","3.9","ug/m3 LC","16","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/20/2024","AirNow","060650016","3","3.2","ug/m3 LC","13","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/21/2024","AirNow","060650016","3","4.9","ug/m3 LC","20","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/22/2024","AirNow","060650016","3","5.3","ug/m3 LC","22","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/23/2024","AirNow","060650016","3","4","ug/m3 LC","17","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/24/2024","AirNow","060650016","3","4.4","ug/m3 LC","18","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/25/2024","AirNow","060650016","3","5.3","ug/m3 LC","22","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/26/2024","AirNow","060650016","3","7.8","ug/m3 LC","33","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"02/27/2024","AirNow","060650016","3","8.2","ug/m3 LC","34","Temecula","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.5830180008699","-117.072202"
"01/30/2024","AirNow","060652007","3","8.4","ug/m3 LC","35","","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.72537","-116.206842"
"01/31/2024","AirNow","060652007","3","13.5","ug/m3 LC","54","","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.72537","-116.206842"
"02/01/2024","AirNow","060652007","3","12.7","ug/m3 LC","52","","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.72537","-116.206842"
"02/02/2024","AirNow","060652007","3","7.9","ug/m3 LC","33","","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.72537","-116.206842"
"02/03/2024","AirNow","060652007","3","7.9","ug/m3 LC","33","","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.72537","-116.206842"
"02/04/2024","AirNow","060652007","3","9.3","ug/m3 LC","39","","1","100.0000","88101","PM2.5 - Local Conditions","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.72537","-116.206842"
